3.43955e+08	352587
3.34924e+08	352358
3.56393e+08	352690
3.37169e+08	352527
3.35537e+08	352381
2.74393e+08	350963
3.35542e+08	352431
3.09599e+08	351913
2.62685e+08	350792
2.7606e+08	351362
2.83193e+08	351243
2.93748e+08	351700
3.10801e+08	352020
2.94657e+08	351825
3.10202e+08	352045
3.3134e+08	352509
3.36791e+08	352452
3.08725e+08	351877
3.26703e+08	352207
2.85094e+08	351418
2.78927e+08	351256
2.76927e+08	351106
2.67931e+08	350845
3.10007e+08	352144
3.25521e+08	352383
2.49521e+08	350300
2.82648e+08	351215
3.57224e+08	352690
3.11727e+08	352186
3.22776e+08	352387
3.37555e+08	352584
3.34429e+08	352423
2.89817e+08	351673
3.09405e+08	351957
3.23256e+08	352203
3.18138e+08	352125
3.12839e+08	352068
2.89159e+08	351496
2.66635e+08	351024
3.28197e+08	352279
3.26513e+08	352234
2.8047e+08	351322
3.6075e+08	352675
3.06876e+08	351860
2.77929e+08	351414
2.64709e+08	350805
3.18623e+08	352149
3.23603e+08	352313
2.53232e+08	350384
2.79662e+08	351358
2.75925e+08	351346
3.14103e+08	352065
2.78495e+08	351445
2.87905e+08	351450
3.15608e+08	352168
2.93349e+08	351819
3.02492e+08	351997
2.52005e+08	350422
3.14869e+08	352304
2.62476e+08	350834
2.80596e+08	351373
2.67941e+08	351056
2.66266e+08	351079
2.93092e+08	351750
2.68685e+08	351002
3.09363e+08	351907
3.32916e+08	352279
2.97291e+08	351894
2.73554e+08	351281
3.61615e+08	352742
3.04481e+08	352045
3.62194e+08	352726
2.85995e+08	351582
2.77494e+08	351454
3.32381e+08	352463
3.02091e+08	351725
2.69739e+08	350920
2.97687e+08	351664
2.85619e+08	351569
3.37367e+08	352348
2.77009e+08	351059
3.25487e+08	352226
2.75348e+08	351164
2.66208e+08	350967
2.96331e+08	351873
3.12603e+08	352038
2.94859e+08	351626
2.88658e+08	351502
3.29845e+08	352456
2.92368e+08	351546
3.64325e+08	352725
2.9179e+08	351533
3.20187e+08	352314
3.14674e+08	352103
2.86894e+08	351445
2.94275e+08	351854
3.24572e+08	352405
2.82479e+08	351321
3.39368e+08	352487
2.91579e+08	351633
2.76314e+08	351330
3.26207e+08	352300
2.89786e+08	351729
2.9787e+08	351682
3.23152e+08	352274
2.88381e+08	351437
2.88923e+08	351687
2.77493e+08	351205
3.36367e+08	352443
3.02476e+08	351981
3.27172e+08	352432
3.16071e+08	352192
2.72387e+08	351069
3.18039e+08	352192
3.03683e+08	351739
3.00401e+08	352004
2.64319e+08	350811
3.14784e+08	352129
3.66617e+08	352754
2.97065e+08	351925
2.78373e+08	351327
3.11708e+08	351953
2.90228e+08	351713
3.52135e+08	352695
2.97286e+08	351632
3.20204e+08	352197
3.27197e+08	352303
3.33839e+08	352333
2.61649e+08	350752
2.7827e+08	351168
2.85793e+08	351464
2.96283e+08	351647
3.61991e+08	352778
2.71864e+08	350929
2.88758e+08	351606
3.01869e+08	351911
2.78797e+08	351364
3.69733e+08	352792
2.64788e+08	351032
2.66785e+08	350921
2.93952e+08	351604
2.74541e+08	351179
3.37581e+08	352369
3.08962e+08	352092
2.77919e+08	351165
3.10962e+08	352121
3.43431e+08	352461
3.15615e+08	351991
2.85851e+08	351426
3.42552e+08	352479
2.89148e+08	351509
2.49744e+08	350365
3.34757e+08	352362
3.20073e+08	352154
3.21633e+08	352188
3.13084e+08	352144
3.26454e+08	352403
3.02316e+08	351949
2.49456e+08	350352
2.90115e+08	351630
2.53751e+08	350517
3.11804e+08	352079
2.7299e+08	351310
3.54564e+08	352636
3.34005e+08	352366
2.77804e+08	351134
2.65084e+08	350970
3.17963e+08	352199
3.04303e+08	351916
2.60848e+08	350765
2.70049e+08	350934
2.60641e+08	350753
2.69475e+08	351129
2.9893e+08	351897
2.8819e+08	351444
3.01314e+08	351982
2.8887e+08	351592
2.7813e+08	351222
2.85458e+08	351511
3.63187e+08	352689
3.25729e+08	352397
2.77056e+08	351082
2.70096e+08	350859
2.96167e+08	351716
2.60204e+08	350686
3.49926e+08	352591
2.96082e+08	351606
3.28486e+08	352484
3.20968e+08	352280
3.30636e+08	352413
3.47243e+08	352565
2.58109e+08	350722
2.79233e+08	351378
2.73972e+08	351269
2.5709e+08	350632
2.80578e+08	351341
2.66358e+08	351056
3.23119e+08	352277
2.60131e+08	350826
2.82111e+08	351531
3.00059e+08	351741
3.12252e+08	352127
2.68391e+08	350945
2.83957e+08	351244
3.01263e+08	351791
2.74664e+08	351284
2.73386e+08	351142
2.59187e+08	350670
2.79024e+08	351125
3.61449e+08	352745
3.28813e+08	352458
2.98515e+08	351675
2.97826e+08	351710
2.54614e+08	350606
3.11644e+08	352028
2.67485e+08	350892
2.98526e+08	351662
3.31824e+08	352414
3.28451e+08	352350
2.81777e+08	351300
2.87905e+08	351425
3.48591e+08	352613
3.05382e+08	351862
3.39157e+08	352505
2.58813e+08	350758
2.87161e+08	351344
2.75218e+08	351298
2.72513e+08	350981
2.75203e+08	351344
3.21512e+08	352189
2.67329e+08	351018
3.4252e+08	352459
2.89667e+08	351576
3.1804e+08	352148
2.73098e+08	351046
2.61906e+08	350769
2.93763e+08	351852
2.99814e+08	351810
3.06521e+08	351968
2.82321e+08	351277
2.84797e+08	351645
3.40121e+08	352560
3.64025e+08	352756
2.77406e+08	351106
3.19513e+08	352246
2.94752e+08	351800
2.9364e+08	351563
3.16433e+08	352296
3.02495e+08	351955
2.47111e+08	350233
3.36323e+08	352494
2.66542e+08	350812
3.33744e+08	352396
2.84401e+08	351597
2.67004e+08	350805
3.3876e+08	352480
3.20488e+08	352171
2.74318e+08	351116
3.45427e+08	352503
2.99096e+08	351829
3.09838e+08	352142
