-2039.87	459574
-2079	457157
-1975.41	460597
-2075.77	458892
-2042.95	456690
-2308.5	445921
-2071.72	457647
-2134.33	451145
-2432.05	445211
-2349.3	447845
-2300.72	447405
-2243.43	449375
-2155.55	452698
-2245.61	450606
-2146.41	452617
-2092.09	458562
-2040.55	457403
-2153.26	451225
-2096.97	455192
-2298.11	448217
-2328.65	447462
-2339.75	446772
-2353.97	445331
-2145.94	453836
-2100.08	456820
-2517.96	442833
-2282.59	447210
-1976.45	460763
-2163.82	454642
-2106.53	456665
-2066.06	459382
-2069.37	457658
-2271.61	449244
-2140.39	451583
-2122.06	455359
-2111.41	453781
-2130.2	453045
-2244.14	448436
-2406.78	446305
-2068.02	455347
-2102.96	455510
-2299.68	447659
-1968.04	460747
-2152.51	450733
-2321.36	448063
-2404.95	445282
-2104.17	453896
-2105.65	456015
-2460.38	443080
-2335.44	447911
-2352.97	447819
-2162.8	453746
-2337.03	448231
-2262.39	448294
-2134.8	454498
-2227.78	449907
-2188.96	452022
-2485.32	443322
-2162.98	456166
-2436.25	445398
-2303.36	447863
-2380.81	446369
-2385.22	446430
-2254.09	449971
-2384.35	446189
-2166.45	451877
-2059.09	455682
-2215.72	451162
-2339.18	447408
-1940.05	461175
-2203.88	453255
-1942.03	461057
-2290.95	448831
-2331.21	448225
-2055.15	457591
-2173.24	449446
-2379.3	445889
-2218.14	449239
-2276.67	448789
-2035.64	456415
-2320.4	446511
-2076.22	454813
-2349.79	447035
-2400.59	446005
-2243.65	451292
-2133.01	452704
-2220.52	448982
-2265.07	448552
-2093.37	457987
-2233.09	448737
-1942.72	461159
-2236.63	448686
-2115.84	456021
-2144.39	453792
-2248.3	448153
-2226.83	450459
-2112.13	457176
-2305.44	447732
-2046.55	458278
-2256.16	449055
-2342.39	447701
-2098.86	456067
-2244.68	449368
-2227.59	449378
-2101.87	455622
-2253.34	448237
-2256.82	449228
-2301.87	447055
-2065.6	457924
-2171.67	451705
-2102.3	457498
-2124.71	454220
-2363.4	446555
-2124.08	454594
-2155.6	449483
-2212.42	452604
-2417.74	445359
-2132.31	453802
-1908.31	461144
-2239.91	451698
-2315.57	447638
-2148.69	452063
-2240.82	449295
-2009.98	460966
-2207.23	449053
-2136.73	455230
-2098.51	456424
-2063.19	456529
-2393.37	444827
-2318.45	447028
-2298.3	448448
-2230	449158
-1969.49	462024
-2336.66	445795
-2280.23	448956
-2217.59	451878
-2340.81	447952
-1934.19	462162
-2412.72	446289
-2389.97	445793
-2242.91	448988
-2341.39	447021
-2060.24	457198
-2152.21	453326
-2312	446941
-2159.56	453968
-2026.7	457942
-2125.64	452566
-2280.49	448217
-2017.45	457858
-2259.16	448613
-2487.18	442997
-2072.82	457142
-2131.34	454537
-2094.03	454431
-2165.86	454562
-2104.71	457111
-2182.16	451449
-2538.3	443172
-2267.86	449102
-2499.7	443875
-2159.63	453739
-2357.01	447514
-1999.88	460344
-2056.49	456549
-2335.01	446911
-2396.57	445951
-2123.47	454807
-2195.01	451861
-2442.55	445056
-2354.07	445784
-2443.47	445032
-2400.9	446833
-2208.17	451155
-2240.1	448206
-2226.9	452573
-2248.12	448762
-2326.3	447222
-2254.45	448463
-1928.52	460422
-2121.37	457434
-2319.39	446603
-2343.31	445452
-2204.42	449333
-2430.43	444638
-1986.99	459159
-2230.59	448988
-2091.81	458199
-2136.8	456012
-2081.79	457353
-2013.26	459095
-2437.34	444662
-2338.73	447998
-2355.97	447404
-2471.1	444416
-2294.25	447739
-2388.96	446351
-2108.45	455817
-2435.19	445257
-2326.36	448722
-2216.7	450100
-2161.72	454202
-2364.22	445809
-2266.69	447337
-2205.4	450255
-2363.96	447521
-2367.82	446916
-2425.83	444506
-2314.41	446839
-1962.56	461545
-2099.66	457929
-2216.87	449295
-2219.57	449421
-2492.67	444279
-2170.12	453225
-2364.66	445561
-2231.28	449283
-2076.64	457478
-2086.24	456707
-2281.88	447505
-2269.36	448203
-2004.88	459598
-2176.48	451066
-2022.75	458021
-2433.02	444830
-2248.21	447749
-2339.98	447485
-2334.76	446051
-2363.73	447837
-2107.41	454599
-2388.97	446256
-2014.06	457708
-2263.84	448827
-2118.93	454106
-2364.51	446488
-2398.85	444945
-2238.5	450472
-2194.56	450095
-2179.4	452136
-2289.03	447464
-2306.32	449105
-2039.68	458973
-1954.5	461669
-2312.33	446679
-2138.79	455746
-2246.32	450273
-2254.05	448930
-2147.78	455984
-2176.97	451542
-2546.95	442609
-2034.25	457915
-2375.33	445257
-2074.78	457300
-2296.18	448891
-2387.12	445323
-2060.68	458426
-2110.22	454388
-2329.7	446630
-2027.95	458698
-2228.99	450948
-2177.17	454173
-2294.86	447493
-1864.35	462360
-2291.59	448371
-2137.71	455508
-2388.91	446482
-2168.87	455834
-2455.31	444262
-1950.31	461504
-2447.66	444779
-2256.02	449301
-2189.75	450668
-2498.2	443642
-2342.69	447951
-2191.99	454058
-2163.76	452131
-2141.94	455090
-2309.65	449002
-2352.94	447527
-2113.16	456464
-2245.62	448536
-2209.09	448981
-1958.09	460117
-2158.89	454381
-2167.55	452913
-2103.55	455032
-2160.37	452558
-2137.79	454017
-2481.9	443131
-2079.21	455777
-2374.57	445472
-1993.21	459075
-2325	447923
-2289.44	447684
-2364.62	446116
-2151.1	456926
-2354.31	446356
-2288.45	447450
-2244.01	451435
-2024.09	460409
-2307.12	447930
-2236.96	451016
-2513.29	442678
-2207.74	452130
-2260.52	449455
-2042.87	457244
-2162.59	452534
-2034.05	458361
-2396.33	445913
-2084.8	458469
-2258.16	450025
-2373.98	445615
-2226.45	449130
-2065.71	459591
-2422.43	445372
-2233.96	452790
-1906.02	462661
-2163.07	454538
-2222.34	452164
-2120.82	453069
-2150.74	452111
-2299.38	447736
-2257.07	449046
-2219.57	448511
-2518.89	442389
-1999.46	460862
-1931.32	462371
-2419.87	444134
-2430.58	444132
-2033.19	459055
-2270.75	447388
-2339.07	447867
-2210.18	452612
-2153.42	453818
-2020.74	457874
-2167.92	451091
-2483.74	443756
-2167.04	452024
-2155.36	455210
-2298.32	447759
-2264.92	448667
-2221.88	450018
-2464.78	444379
-2373.85	446844
-2191.82	451128
-2409.31	445482
-2400.5	446124
-2319.73	447547
-2061.82	459634
-2449.47	445117
-2382.66	446406
-2206.28	451110
-1992.1	460685
-2181.38	453993
-2109.3	452049
-2328.49	446300
-2308.72	446865
-2283.21	448113
-2112.79	457141
-2013.77	458305
-2216.1	448642
-2244.55	449316
-2136.98	451301
-2110.73	453746
-2162	452851
-2091.61	457681
-2280.53	448387
-2405.43	445038
-2016.51	459869
-2066.14	454578
-1980.14	461750
-2365.79	446122
-2510.05	443471
-2418.86	445228
-2153.2	452701
-2171.39	453377
-2407.14	445552
-2366.95	447448
-2145.29	453972
-1940.84	460186
-2139.3	453047
-2404.75	446572
-2384.81	445101
-2177.67	449421
-2294.5	447606
-2121.61	454315
-1912.07	461014
-2254.56	449301
-2293.67	449267
-2500.74	443288
-1953.62	459527
-2170.24	453781
-2250.01	449122
-2033.39	457871
-2222.16	452630
-2524.68	442918
-2227.97	449701
-2301.63	446756
-2428.47	445850
-2254.39	448824
-2237.09	450126
-2253.39	448203
-2429.87	444611
-2144.54	451658
-1976.76	458873
-2139.2	455130
-2288.96	447847
-2429.05	444657
-2175.59	454289
-2286.74	448280
-2077.43	455370
-2070.59	457528
-2176.65	451027
-2371.33	446986
-2517.14	443155
-2031.55	458327
-2330.9	446676
-2189.78	453056
-2309.87	446213
-2082.57	456304
-2127.68	455547
-2059.52	457768
-2432.83	444509
-2371.08	446007
-2097.51	456163
-2041.04	457968
-2243.38	450050
-2168.39	454300
-2311.57	447801
-2239.57	447725
-2073.82	457405
-2284.01	448877
-2074.36	458553
-2176.72	451513
-2142	454813
-2177.08	449968
-2154.11	455759
-2329.16	447407
-2167.3	456135
-2308.91	446772
-2461.51	444617
-2170.27	450680
-2310.72	447789
-2348.1	446051
-2321.31	445862
-2381.07	445727
-2133.91	453597
-2320.75	447026
-2203.11	454210
-2502.15	443324
-2206.2	450831
-2150.98	454084
-2406.36	444587
-2441.5	444575
-2443.19	445381
-1960.08	460807
-2082.78	456115
-2140.05	451374
-2244.51	447722
-2402.38	444861
-1974.51	460718
-2455.17	443830
-2399.37	445338
-2261.6	449100
-1985.92	460558
-2440.94	445234
-2302.11	447674
-2218.01	449076
-2242.41	450974
-2094.04	457141
-2176.85	451088
-2475.28	444174
-2017.3	460309
-2250.41	449000
-2157.96	452624
-2380.27	445583
-1974.86	459809
-2269.68	447937
-2015.35	458387
-2087.16	456886
-2205.84	451148
-2270.11	448108
-2155.92	455084
-2193.03	452690
-2102.21	456953
-2086.75	453879
-2006.19	457546
-2267.31	449610
-2142.54	454322
-2066.94	456791
-2023	459182
-2311.65	446689
-2077.35	455616
-2292.77	449855
-1984.28	461863
-2182.9	452379
-2054.98	459824
-2203.33	451820
-2338.51	446809
-2330.44	446333
-2302.47	448807
-2360.94	447020
-2509.45	444115
-2308.95	446718
-2445.69	445001
-2142.11	455413
-2456.38	444312
-2399.72	446014
-2125.4	451894
-2389.78	445696
-2148.72	454953
-2093.08	455861
-2377.69	447541
-2223.47	449539
-2177.33	451151
-2103.8	456206
-1967.12	459231
-2398.24	445796
-2236.28	449445
-2305.84	448142
-1938.14	459877
-2494.6	443654
-2297.55	446157
-2194.98	451160
-2098.34	454561
-2169.08	452402
-2114.11	453440
-2026.52	458164
-1983.56	460280
-2394.37	445212
-2438.29	446291
-2236.47	449527
-2407.8	445222
-2054.27	457625
-2061.51	457513
-2091	456326
